This file was created using the 202607 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200402     ,87    ,105     ,81    ,156    ,879     ,36     ,42     ,62     ,79    ,291     ,44     ,44     ,50     ,75    ,131     ,48     ,49     ,47     ,60     ,70     ,67     ,68     ,58     ,45     ,20
200403     ,86    ,104     ,81    ,155    ,877     ,36     ,42     ,62     ,79    ,289     ,44     ,44     ,50     ,75    ,131     ,48     ,49     ,47     ,60     ,70     ,67     ,68     ,58     ,45     ,20
200404     ,85    ,104     ,81    ,155    ,872     ,36     ,42     ,62     ,78    ,289     ,44     ,44     ,50     ,73    ,130     ,48     ,49     ,47     ,60     ,70     ,66     ,68     ,58     ,45     ,20
200405     ,84    ,104     ,80    ,154    ,871     ,36     ,42     ,62     ,78    ,289     ,44     ,44     ,50     ,73    ,130     ,48     ,49     ,47     ,60     ,70     ,66     ,68     ,58     ,45     ,20
200406     ,83    ,103     ,80    ,154    ,870     ,36     ,42     ,62     ,78    ,289     ,44     ,44     ,50     ,73    ,130     ,48     ,49     ,47     ,60     ,70     ,66     ,68     ,58     ,45     ,20
200407     ,83    ,111     ,98    ,133    ,863     ,60     ,63     ,59     ,88    ,237     ,57     ,35     ,52     ,74    ,133     ,65     ,48     ,58     ,64     ,77     ,61     ,83     ,70     ,52     ,26
200408     ,83    ,111     ,98    ,133    ,857     ,60     ,63     ,59     ,88    ,237     ,56     ,35     ,52     ,74    ,132     ,65     ,48     ,58     ,64     ,77     ,61     ,83     ,70     ,52     ,26
200409     ,83    ,111     ,98    ,133    ,857     ,60     ,63     ,59     ,88    ,237     ,55     ,35     ,52     ,74    ,132     ,65     ,48     ,58     ,64     ,77     ,61     ,83     ,69     ,52     ,26
200410     ,82    ,111     ,97    ,133    ,854     ,60     ,62     ,59     ,88    ,237     ,55     ,35     ,52     ,73    ,131     ,64     ,46     ,58     ,64     ,77     ,61     ,83     ,69     ,52     ,26
200411     ,82    ,111     ,96    ,133    ,853     ,60     ,62     ,59     ,88    ,237     ,55     ,35     ,52     ,73    ,131     ,64     ,46     ,58     ,64     ,77     ,61     ,83     ,69     ,52     ,26
200412     ,79    ,106     ,95    ,132    ,840     ,60     ,59     ,59     ,85    ,233     ,52     ,33     ,50     ,73    ,128     ,63     ,46     ,57     ,64     ,76     ,61     ,83     ,68     ,52     ,26
200501     ,79    ,106     ,95    ,131    ,836     ,60     ,59     ,59     ,85    ,233     ,52     ,33     ,50     ,73    ,128     ,64     ,46     ,57     ,64     ,76     ,60     ,82     ,69     ,52     ,26
200502     ,78    ,106     ,94    ,131    ,834     ,60     ,59     ,58     ,85    ,233     ,52     ,33     ,50     ,73    ,128     ,63     ,46     ,57     ,64     ,76     ,60     ,82     ,69     ,52     ,26
200503     ,78    ,106     ,94    ,131    ,833     ,60     ,59     ,58     ,85    ,233     ,52     ,33     ,50     ,73    ,128     ,63     ,46     ,57     ,64     ,76     ,60     ,82     ,69     ,52     ,26
200504     ,78    ,105     ,93    ,131    ,829     ,60     ,59     ,58     ,85    ,233     ,52     ,33     ,50     ,72    ,127     ,63     ,46     ,57     ,64     ,76     ,60     ,81     ,69     ,52     ,26
200505     ,79    ,105     ,93    ,131    ,827     ,60     ,59     ,58     ,85    ,233     ,52     ,33     ,51     ,72    ,127     ,63     ,46     ,57     ,64     ,76     ,60     ,81     ,69     ,52     ,26
200506     ,79    ,105     ,93    ,131    ,826     ,60     ,59     ,58     ,85    ,233     ,52     ,33     ,51     ,72    ,127     ,63     ,46     ,57     ,64     ,76     ,60     ,81     ,69     ,52     ,26
200507    ,149    ,135    ,115    ,134    ,681     ,96     ,57     ,59     ,68    ,253     ,85     ,57     ,55     ,62    ,136     ,69     ,48     ,61     ,70     ,93     ,63     ,89     ,77     ,66     ,25
200508    ,148    ,135    ,115    ,134    ,680     ,96     ,57     ,59     ,68    ,253     ,85     ,57     ,55     ,62    ,136     ,68     ,48     ,61     ,70     ,92     ,63     ,89     ,76     ,66     ,25
200509    ,148    ,135    ,115    ,134    ,680     ,96     ,57     ,59     ,68    ,253     ,85     ,57     ,55     ,61    ,136     ,68     ,48     ,61     ,70     ,92     ,62     ,89     ,75     ,66     ,25
200510    ,148    ,134    ,114    ,134    ,672     ,96     ,56     ,59     ,68    ,251     ,85     ,57     ,55     ,61    ,136     ,68     ,47     ,60     ,70     ,92     ,61     ,88     ,72     ,65     ,25
200511    ,148    ,133    ,114    ,134    ,670     ,96     ,56     ,59     ,68    ,251     ,85     ,57     ,55     ,61    ,136     ,68     ,47     ,60     ,70     ,92     ,61     ,88     ,72     ,65     ,25
200512    ,148    ,133    ,114    ,134    ,669     ,96     ,56     ,59     ,68    ,251     ,85     ,56     ,55     ,61    ,136     ,67     ,47     ,60     ,69     ,92     ,61     ,88     ,72     ,65     ,25
200601    ,148    ,133    ,114    ,134    ,668     ,96     ,56     ,59     ,68    ,250     ,84     ,56     ,55     ,61    ,136     ,67     ,47     ,60     ,69     ,91     ,61     ,88     ,72     ,65     ,25
200602    ,147    ,133    ,114    ,134    ,668     ,96     ,56     ,59     ,68    ,250     ,83     ,56     ,55     ,61    ,136     ,67     ,46     ,60     ,69     ,91     ,61     ,88     ,72     ,65     ,25
200603    ,147    ,133    ,113    ,134    ,668     ,96     ,55     ,59     ,68    ,250     ,81     ,56     ,55     ,60    ,136     ,66     ,46     ,60     ,69     ,91     ,61     ,88     ,72     ,65     ,25
200604    ,147    ,132    ,113    ,134    ,665     ,96     ,55     ,59     ,68    ,249     ,81     ,56     ,55     ,59    ,136     ,66     ,46     ,59     ,69     ,91     ,60     ,88     ,72     ,65     ,24
200605    ,147    ,132    ,113    ,134    ,664     ,96     ,55     ,59     ,68    ,249     ,81     ,55     ,55     ,59    ,136     ,66     ,46     ,59     ,69     ,91     ,60     ,88     ,72     ,65     ,24
200606    ,146    ,132    ,113    ,134    ,664     ,94     ,55     ,59     ,68    ,248     ,81     ,55     ,55     ,59    ,136     ,66     ,46     ,59     ,69     ,91     ,60     ,88     ,72     ,65     ,24
200607    ,183    ,137    ,158    ,227    ,656    ,118     ,56     ,77     ,98    ,192     ,74     ,58     ,66     ,71    ,102     ,67     ,51     ,58     ,65     ,70     ,49     ,70     ,67     ,59     ,36
200608    ,183    ,137    ,158    ,227    ,653    ,118     ,55     ,77     ,98    ,191     ,74     ,58     ,66     ,71    ,101     ,67     ,51     ,58     ,65     ,70     ,49     ,70     ,67     ,59     ,36
200609    ,183    ,137    ,158    ,227    ,652    ,117     ,55     ,77     ,98    ,190     ,74     ,57     ,65     ,71    ,101     ,67     ,50     ,57     ,63     ,70     ,49     ,70     ,67     ,59     ,36
200610    ,183    ,136    ,158    ,226    ,648    ,117     ,54     ,76     ,98    ,189     ,74     ,56     ,65     ,70    ,100     ,67     ,50     ,56     ,63     ,69     ,49     ,70     ,66     ,59     ,36
200611    ,182    ,136    ,158    ,226    ,648    ,117     ,54     ,76     ,98    ,189     ,74     ,56     ,65     ,70    ,100     ,67     ,50     ,56     ,63     ,69     ,49     ,70     ,66     ,59     ,36
200612    ,182    ,136    ,157    ,226    ,648    ,115     ,54     ,76     ,98    ,189     ,74     ,56     ,65     ,70    ,100     ,67     ,50     ,56     ,63     ,69     ,49     ,70     ,66     ,59     ,36
200701    ,182    ,136    ,157    ,226    ,647    ,115     ,54     ,76     ,98    ,189     ,74     ,56     ,65     ,70    ,100     ,67     ,50     ,56     ,63     ,69     ,49     ,70     ,66     ,59     ,36
200702    ,182    ,136    ,156    ,226    ,646    ,115     ,54     ,76     ,98    ,189     ,74     ,56     ,65     ,70    ,100     ,67     ,50     ,56     ,63     ,69     ,49     ,70     ,66     ,59     ,36
200703    ,182    ,136    ,156    ,226    ,643    ,113     ,54     ,76     ,97    ,189     ,74     ,56     ,65     ,70    ,100     ,67     ,50     ,56     ,63     ,69     ,49     ,70     ,66     ,59     ,36
200704    ,181    ,136    ,156    ,224    ,641    ,113     ,53     ,75     ,97    ,186     ,74     ,56     ,65     ,70     ,98     ,66     ,50     ,54     ,63     ,69     ,49     ,70     ,66     ,58     ,36
200705    ,181    ,136    ,156    ,224    ,641    ,113     ,53     ,75     ,97    ,186     ,74     ,56     ,65     ,70     ,98     ,66     ,50     ,54     ,63     ,69     ,49     ,70     ,66     ,58     ,36
200706    ,179    ,135    ,156    ,224    ,639    ,112     ,53     ,75     ,96    ,185     ,72     ,56     ,64     ,70     ,98     ,65     ,50     ,54     ,63     ,69     ,49     ,70     ,66     ,58     ,36
200707    ,198    ,113    ,136    ,226    ,885     ,77     ,42     ,63    ,112    ,224     ,57     ,48     ,45     ,76    ,108     ,51     ,55     ,55     ,58     ,53     ,58     ,53     ,62     ,48     ,26
200708    ,198    ,113    ,136    ,225    ,881     ,77     ,42     ,63    ,112    ,222     ,57     ,48     ,45     ,75    ,107     ,51     ,55     ,54     ,58     ,53     ,58     ,53     ,62     ,48     ,26
200709    ,197    ,113    ,136    ,225    ,881     ,77     ,42     ,63    ,112    ,222     ,56     ,48     ,45     ,75    ,107     ,49     ,55     ,54     ,58     ,53     ,58     ,53     ,62     ,48     ,26
200710    ,197    ,113    ,136    ,224    ,877     ,77     ,41     ,62    ,112    ,219     ,56     ,48     ,45     ,73    ,106     ,49     ,55     ,54     ,58     ,53     ,58     ,53     ,62     ,47     ,26
200711    ,197    ,113    ,134    ,224    ,874     ,77     ,41     ,62    ,112    ,219     ,56     ,48     ,45     ,73    ,106     ,49     ,55     ,54     ,58     ,53     ,58     ,53     ,62     ,47     ,26
200712    ,195    ,112    ,134    ,224    ,870     ,77     ,41     ,62    ,112    ,219     ,55     ,47     ,45     ,73    ,106     ,49     ,55     ,54     ,58     ,53     ,58     ,53     ,62     ,47     ,26
200801    ,195    ,112    ,133    ,224    ,869     ,77     ,41     ,62    ,112    ,218     ,55     ,47     ,45     ,73    ,105     ,49     ,55     ,54     ,58     ,53     ,58     ,53     ,62     ,47     ,26
200802    ,195    ,111    ,132    ,223    ,868     ,77     ,41     ,62    ,112    ,218     ,55     ,47     ,45     ,73    ,105     ,49     ,55     ,54     ,58     ,53     ,58     ,53     ,62     ,46     ,26
200803    ,195    ,111    ,132    ,222    ,866     ,76     ,40     ,62    ,112    ,218     ,55     ,47     ,45     ,73    ,105     ,49     ,55     ,54     ,58     ,53     ,58     ,53     ,62     ,46     ,26
200804    ,193    ,111    ,132    ,221    ,862     ,76     ,40     ,62    ,111    ,217     ,55     ,46     ,45     ,72    ,105     ,49     ,55     ,53     ,58     ,53     ,58     ,52     ,62     ,46     ,25
200805    ,193    ,110    ,132    ,221    ,862     ,76     ,40     ,62    ,111    ,217     ,55     ,45     ,45     ,71    ,105     ,49     ,55     ,53     ,58     ,53     ,58     ,52     ,62     ,46     ,25
200806    ,188    ,109    ,132    ,221    ,859     ,75     ,40     ,62    ,111    ,217     ,54     ,45     ,45     ,71    ,105     ,48     ,55     ,53     ,58     ,53     ,58     ,52     ,62     ,46     ,25
200807    ,137    ,119    ,148    ,251    ,983     ,62     ,47     ,67    ,112    ,215     ,46     ,51     ,56     ,61    ,110     ,37     ,44     ,51     ,60     ,58     ,62     ,56     ,52     ,38     ,22
200808    ,137    ,119    ,147    ,251    ,982     ,62     ,47     ,64    ,112    ,214     ,46     ,50     ,56     ,61    ,110     ,37     ,43     ,51     ,60     ,58     ,62     ,55     ,52     ,38     ,22
200809    ,137    ,119    ,147    ,251    ,980     ,60     ,47     ,64    ,112    ,213     ,46     ,50     ,56     ,61    ,110     ,36     ,43     ,51     ,60     ,58     ,62     ,55     ,52     ,38     ,22
200810    ,137    ,119    ,147    ,250    ,978     ,58     ,47     ,64    ,111    ,212     ,45     ,49     ,56     ,61    ,109     ,36     ,43     ,51     ,60     ,58     ,62     ,55     ,52     ,38     ,22
200811    ,135    ,117    ,147    ,250    ,975     ,58     ,47     ,63    ,109    ,212     ,45     ,49     ,56     ,61    ,109     ,36     ,43     ,50     ,60     ,58     ,62     ,55     ,52     ,38     ,22
200812    ,135    ,116    ,147    ,249    ,970     ,58     ,47     ,63    ,109    ,211     ,45     ,49     ,56     ,61    ,109     ,36     ,43     ,50     ,60     ,58     ,62     ,55     ,52     ,38     ,22
200901    ,135    ,116    ,147    ,249    ,969     ,58     ,47     ,62    ,109    ,211     ,45     ,49     ,56     ,61    ,109     ,36     ,43     ,50     ,60     ,58     ,62     ,55     ,52     ,38     ,22
200902    ,134    ,116    ,147    ,249    ,968     ,58     ,47     ,62    ,109    ,211     ,45     ,49     ,56     ,61    ,109     ,36     ,43     ,50     ,60     ,58     ,62     ,55     ,52     ,38     ,22
200903    ,133    ,116    ,144    ,248    ,964     ,57     ,46     ,62    ,109    ,210     ,45     ,49     ,56     ,61    ,109     ,36     ,43     ,50     ,60     ,58     ,62     ,55     ,52     ,38     ,22
200904    ,130    ,116    ,144    ,244    ,961     ,57     ,46     ,61    ,107    ,208     ,44     ,48     ,56     ,61    ,108     ,36     ,43     ,50     ,58     ,57     ,62     ,55     ,52     ,38     ,22
200905    ,130    ,116    ,144    ,243    ,959     ,57     ,46     ,61    ,106    ,208     ,44     ,48     ,56     ,61    ,108     ,35     ,43     ,50     ,58     ,57     ,62     ,55     ,52     ,38     ,22
200906    ,131    ,115    ,144    ,241    ,957     ,57     ,45     ,61    ,106    ,208     ,44     ,47     ,56     ,61    ,108     ,36     ,43     ,50     ,58     ,57     ,62     ,55     ,52     ,38     ,22
200907    ,113    ,135    ,150    ,238    ,920     ,57     ,67     ,78     ,95    ,192     ,51     ,56     ,68     ,58     ,90     ,45     ,48     ,53     ,62     ,65     ,64     ,61     ,52     ,45     ,36
200908    ,111    ,135    ,150    ,238    ,915     ,57     ,67     ,78     ,95    ,192     ,50     ,56     ,68     ,58     ,89     ,45     ,48     ,53     ,62     ,64     ,64     ,61     ,52     ,45     ,36
200909    ,111    ,134    ,149    ,236    ,905     ,57     ,67     ,78     ,95    ,190     ,50     ,55     ,68     ,58     ,89     ,45     ,47     ,53     ,62     ,64     ,64     ,61     ,52     ,45     ,36
200910    ,110    ,134    ,149    ,235    ,900     ,57     ,67     ,78     ,95    ,188     ,50     ,55     ,68     ,58     ,89     ,43     ,46     ,53     ,62     ,64     ,64     ,61     ,52     ,45     ,36
200911    ,110    ,134    ,149    ,235    ,898     ,57     ,67     ,78     ,95    ,188     ,50     ,55     ,68     ,58     ,89     ,43     ,46     ,53     ,62     ,64     ,64     ,61     ,52     ,45     ,36
200912    ,109    ,134    ,149    ,235    ,897     ,57     ,67     ,78     ,95    ,188     ,50     ,55     ,68     ,58     ,89     ,43     ,46     ,53     ,62     ,64     ,64     ,61     ,52     ,45     ,36
201001    ,108    ,133    ,149    ,234    ,894     ,57     ,66     ,78     ,95    ,188     ,50     ,55     ,68     ,58     ,89     ,43     ,46     ,53     ,62     ,64     ,64     ,61     ,52     ,45     ,36
201002    ,107    ,133    ,149    ,234    ,894     ,56     ,65     ,78     ,94    ,188     ,50     ,55     ,68     ,58     ,89     ,43     ,46     ,51     ,62     ,64     ,64     ,61     ,52     ,45     ,36
201003    ,106    ,133    ,149    ,234    ,892     ,56     ,65     ,77     ,94    ,188     ,50     ,55     ,68     ,58     ,89     ,43     ,46     ,51     ,62     ,64     ,64     ,61     ,52     ,45     ,36
201004    ,105    ,132    ,149    ,233    ,889     ,56     ,65     ,76     ,93    ,186     ,50     ,55     ,68     ,58     ,89     ,43     ,46     ,51     ,60     ,63     ,64     ,61     ,50     ,45     ,33
201005    ,104    ,129    ,149    ,233    ,888     ,56     ,65     ,76     ,93    ,186     ,49     ,55     ,68     ,58     ,88     ,43     ,46     ,51     ,60     ,63     ,64     ,61     ,50     ,45     ,33
201006    ,104    ,129    ,149    ,233    ,886     ,56     ,65     ,76     ,93    ,185     ,49     ,55     ,68     ,58     ,88     ,43     ,46     ,51     ,60     ,63     ,64     ,61     ,50     ,45     ,33
201007    ,141    ,103    ,127    ,177    ,977     ,55     ,48     ,68     ,89    ,218     ,43     ,43     ,64     ,53    ,115     ,41     ,53     ,52     ,59     ,56     ,66     ,61     ,55     ,39     ,26
201008    ,139    ,102    ,127    ,177    ,976     ,55     ,48     ,68     ,89    ,217     ,43     ,43     ,63     ,53    ,115     ,40     ,53     ,52     ,59     ,56     ,66     ,61     ,55     ,39     ,26
201009    ,139    ,102    ,126    ,177    ,974     ,55     ,48     ,68     ,89    ,217     ,43     ,43     ,63     ,53    ,115     ,40     ,53     ,52     ,59     ,56     ,66     ,61     ,55     ,39     ,26
201010    ,120     ,87    ,112    ,164    ,929     ,55     ,47     ,67     ,88    ,213     ,43     ,43     ,63     ,53    ,115     ,40     ,52     ,52     ,59     ,56     ,66     ,61     ,55     ,39     ,26
201011    ,120     ,87    ,112    ,164    ,929     ,55     ,47     ,67     ,88    ,213     ,43     ,43     ,63     ,53    ,114     ,40     ,52     ,52     ,59     ,56     ,66     ,61     ,55     ,39     ,26
201012    ,128     ,91    ,118    ,165    ,931     ,55     ,48     ,67     ,88    ,212     ,43     ,43     ,63     ,53    ,114     ,40     ,52     ,52     ,59     ,56     ,66     ,61     ,55     ,39     ,26
201101    ,128     ,91    ,118    ,163    ,928     ,55     ,48     ,67     ,88    ,212     ,43     ,43     ,63     ,53    ,114     ,40     ,52     ,52     ,59     ,56     ,66     ,61     ,55     ,39     ,26
201102    ,128     ,91    ,116    ,162    ,927     ,54     ,48     ,67     ,88    ,212     ,43     ,43     ,63     ,53    ,114     ,40     ,52     ,52     ,59     ,56     ,66     ,61     ,55     ,39     ,26
201103    ,128     ,90    ,116    ,162    ,927     ,54     ,48     ,67     ,88    ,211     ,43     ,43     ,63     ,53    ,114     ,40     ,52     ,52     ,59     ,56     ,66     ,61     ,55     ,39     ,26
201104    ,128     ,89    ,116    ,162    ,925     ,53     ,47     ,67     ,88    ,211     ,43     ,43     ,63     ,53    ,113     ,40     ,52     ,52     ,59     ,56     ,65     ,61     ,54     ,38     ,26
201105    ,127     ,89    ,116    ,161    ,924     ,53     ,47     ,67     ,88    ,211     ,43     ,43     ,63     ,53    ,113     ,40     ,52     ,52     ,58     ,56     ,65     ,61     ,54     ,38     ,26
201106    ,128     ,89    ,116    ,161    ,924     ,53     ,47     ,67     ,88    ,210     ,43     ,43     ,62     ,53    ,112     ,40     ,52     ,52     ,58     ,56     ,65     ,61     ,54     ,38     ,26
201107    ,184    ,115    ,143    ,195    ,928     ,64     ,53     ,72    ,102    ,235     ,55     ,41     ,61     ,64    ,116     ,44     ,50     ,56     ,56     ,61     ,68     ,65     ,53     ,49     ,19
201108    ,184    ,115    ,143    ,194    ,927     ,64     ,53     ,72    ,102    ,235     ,55     ,41     ,61     ,64    ,116     ,43     ,50     ,56     ,56     ,60     ,68     ,65     ,53     ,49     ,19
201109    ,184    ,115    ,142    ,194    ,925     ,64     ,53     ,72    ,102    ,235     ,55     ,41     ,61     ,64    ,116     ,43     ,50     ,55     ,56     ,60     ,67     ,65     ,53     ,49     ,18
201110    ,184    ,115    ,141    ,193    ,921     ,64     ,53     ,72    ,102    ,235     ,55     ,41     ,60     ,64    ,116     ,43     ,50     ,55     ,56     ,60     ,67     ,65     ,52     ,49     ,18
201111    ,183    ,115    ,140    ,193    ,921     ,64     ,53     ,72    ,102    ,234     ,55     ,41     ,60     ,64    ,116     ,43     ,50     ,55     ,56     ,60     ,67     ,65     ,52     ,49     ,18
201112    ,183    ,114    ,139    ,193    ,919     ,64     ,51     ,72    ,101    ,234     ,55     ,41     ,60     ,64    ,116     ,43     ,50     ,55     ,56     ,60     ,67     ,65     ,52     ,49     ,18
201201    ,183    ,114    ,139    ,193    ,917     ,64     ,51     ,72    ,101    ,234     ,55     ,41     ,60     ,64    ,115     ,43     ,50     ,55     ,55     ,60     ,67     ,65     ,52     ,49     ,18
201202    ,182    ,114    ,139    ,193    ,917     ,64     ,51     ,72    ,101    ,234     ,54     ,40     ,60     ,64    ,115     ,43     ,50     ,55     ,55     ,60     ,67     ,65     ,52     ,49     ,18
201203    ,180    ,114    ,137    ,193    ,914     ,64     ,51     ,72    ,101    ,234     ,54     ,40     ,60     ,64    ,115     ,43     ,50     ,55     ,55     ,60     ,67     ,65     ,52     ,49     ,18
201204    ,178    ,114    ,137    ,192    ,911     ,64     ,50     ,72    ,101    ,233     ,53     ,40     ,60     ,64    ,115     ,43     ,50     ,55     ,53     ,59     ,67     ,65     ,52     ,49     ,18
201205    ,178    ,114    ,137    ,192    ,908     ,64     ,51     ,72    ,101    ,233     ,53     ,40     ,60     ,64    ,115     ,43     ,50     ,55     ,53     ,59     ,67     ,65     ,52     ,49     ,18
201206    ,178    ,114    ,137    ,192    ,906     ,63     ,51     ,72    ,101    ,233     ,53     ,40     ,60     ,64    ,115     ,43     ,50     ,55     ,53     ,59     ,67     ,65     ,52     ,49     ,18
201207    ,216    ,117    ,159    ,242    ,787     ,64     ,58     ,73    ,121    ,223     ,48     ,49     ,61     ,87    ,108     ,52     ,53     ,53     ,60     ,64     ,67     ,57     ,62     ,43     ,34
201208    ,214    ,117    ,159    ,241    ,782     ,64     ,57     ,73    ,121    ,223     ,48     ,49     ,61     ,87    ,107     ,52     ,53     ,53     ,59     ,64     ,67     ,57     ,62     ,43     ,34
201209    ,214    ,117    ,159    ,241    ,779     ,64     ,57     ,73    ,121    ,223     ,48     ,49     ,61     ,87    ,106     ,52     ,53     ,53     ,59     ,64     ,67     ,57     ,62     ,43     ,34
201210    ,214    ,117    ,159    ,241    ,775     ,64     ,57     ,72    ,121    ,223     ,48     ,49     ,61     ,87    ,105     ,52     ,52     ,53     ,59     ,62     ,67     ,57     ,61     ,43     ,34
201211    ,214    ,117    ,159    ,241    ,775     ,64     ,57     ,71    ,121    ,223     ,48     ,49     ,61     ,87    ,105     ,52     ,52     ,53     ,59     ,62     ,67     ,57     ,61     ,43     ,34
201212    ,214    ,117    ,159    ,240    ,774     ,64     ,57     ,71    ,120    ,222     ,48     ,49     ,61     ,86    ,104     ,52     ,52     ,53     ,59     ,62     ,67     ,57     ,61     ,43     ,34
201301    ,213    ,117    ,159    ,240    ,773     ,64     ,57     ,71    ,120    ,222     ,48     ,49     ,60     ,86    ,104     ,52     ,52     ,52     ,59     ,62     ,67     ,57     ,61     ,43     ,34
201302    ,213    ,117    ,159    ,240    ,773     ,64     ,57     ,71    ,120    ,222     ,48     ,49     ,60     ,86    ,104     ,52     ,52     ,52     ,59     ,62     ,67     ,57     ,61     ,43     ,34
201303    ,213    ,115    ,158    ,240    ,772     ,64     ,57     ,71    ,120    ,222     ,48     ,49     ,60     ,86    ,104     ,52     ,52     ,52     ,59     ,62     ,67     ,57     ,61     ,43     ,34
201304    ,212    ,115    ,158    ,240    ,770     ,63     ,57     ,71    ,120    ,222     ,48     ,49     ,60     ,86    ,104     ,52     ,52     ,52     ,59     ,61     ,67     ,57     ,61     ,43     ,34
201305    ,212    ,115    ,158    ,240    ,769     ,63     ,57     ,71    ,120    ,222     ,48     ,49     ,60     ,86    ,104     ,52     ,52     ,52     ,59     ,61     ,67     ,57     ,61     ,43     ,34
201306    ,212    ,115    ,158    ,240    ,768     ,62     ,57     ,70    ,120    ,223     ,48     ,49     ,60     ,86    ,104     ,52     ,52     ,52     ,59     ,61     ,67     ,57     ,61     ,43     ,34
201307    ,209    ,152    ,162    ,255    ,858     ,82     ,48     ,63    ,119    ,218     ,42     ,56     ,59     ,77    ,105     ,53     ,46     ,48     ,54     ,58     ,59     ,61     ,50     ,46     ,29
201308    ,208    ,152    ,161    ,254    ,854     ,82     ,48     ,63    ,119    ,216     ,42     ,56     ,59     ,77    ,105     ,53     ,46     ,48     ,54     ,58     ,59     ,60     ,50     ,46     ,29
201309    ,208    ,152    ,161    ,254    ,854     ,82     ,48     ,63    ,119    ,216     ,41     ,56     ,59     ,77    ,105     ,53     ,46     ,48     ,54     ,58     ,59     ,60     ,50     ,46     ,29
201310    ,208    ,152    ,161    ,254    ,850     ,80     ,48     ,61    ,119    ,215     ,40     ,56     ,57     ,75    ,104     ,53     ,46     ,48     ,54     ,58     ,59     ,59     ,50     ,46     ,29
201311    ,208    ,152    ,161    ,254    ,850     ,78     ,48     ,60    ,119    ,215     ,40     ,56     ,56     ,74    ,104     ,53     ,44     ,48     ,54     ,58     ,59     ,59     ,50     ,46     ,29
201312    ,207    ,152    ,161    ,254    ,849     ,78     ,48     ,60    ,119    ,214     ,40     ,56     ,56     ,74    ,104     ,53     ,44     ,48     ,54     ,58     ,59     ,59     ,50     ,46     ,29
201401    ,207    ,152    ,161    ,254    ,848     ,78     ,48     ,60    ,119    ,213     ,40     ,56     ,56     ,74    ,104     ,53     ,44     ,48     ,54     ,58     ,59     ,59     ,50     ,46     ,29
201402    ,206    ,152    ,161    ,254    ,847     ,78     ,48     ,60    ,119    ,213     ,40     ,56     ,56     ,74    ,104     ,53     ,44     ,48     ,54     ,58     ,59     ,59     ,50     ,46     ,29
201403    ,206    ,152    ,161    ,254    ,846     ,78     ,48     ,60    ,119    ,213     ,40     ,56     ,56     ,74    ,103     ,53     ,44     ,48     ,54     ,58     ,59     ,59     ,50     ,46     ,29
201404    ,206    ,152    ,161    ,253    ,841     ,78     ,48     ,60    ,119    ,213     ,40     ,55     ,56     ,74    ,103     ,53     ,44     ,48     ,54     ,58     ,59     ,59     ,50     ,46     ,29
201405    ,206    ,152    ,161    ,253    ,841     ,77     ,48     ,60    ,119    ,213     ,40     ,55     ,56     ,74    ,103     ,53     ,44     ,48     ,54     ,58     ,59     ,59     ,50     ,46     ,29
201406    ,205    ,152    ,161    ,253    ,840     ,77     ,48     ,60    ,119    ,212     ,40     ,55     ,56     ,74    ,103     ,53     ,44     ,48     ,54     ,58     ,59     ,59     ,50     ,46     ,29
201407    ,235    ,145    ,166    ,209    ,845     ,95     ,40     ,81     ,94    ,238     ,56     ,44     ,69     ,72    ,110     ,52     ,53     ,57     ,58     ,58     ,64     ,59     ,55     ,52     ,31
201408    ,235    ,145    ,166    ,209    ,845     ,95     ,40     ,81     ,94    ,238     ,56     ,44     ,69     ,72    ,109     ,52     ,53     ,57     ,58     ,58     ,64     ,59     ,55     ,52     ,31
201409    ,235    ,144    ,166    ,209    ,843     ,94     ,40     ,81     ,94    ,238     ,56     ,44     ,69     ,72    ,109     ,52     ,53     ,57     ,58     ,58     ,64     ,59     ,55     ,52     ,30
201410    ,235    ,144    ,165    ,208    ,840     ,94     ,40     ,81     ,94    ,236     ,55     ,44     ,68     ,71    ,109     ,52     ,53     ,57     ,58     ,58     ,64     ,59     ,55     ,52     ,31
201411    ,235    ,144    ,165    ,208    ,840     ,94     ,40     ,81     ,94    ,235     ,55     ,44     ,68     ,71    ,109     ,52     ,53     ,57     ,58     ,58     ,64     ,59     ,55     ,52     ,31
201412    ,234    ,144    ,164    ,208    ,840     ,94     ,40     ,81     ,94    ,235     ,55     ,44     ,68     ,71    ,109     ,52     ,53     ,57     ,58     ,58     ,64     ,59     ,55     ,52     ,31
