This file was created using the 202607 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199603   ,5.54   ,2.31   ,0.51   ,4.34   ,1.04   ,2.26   ,1.87   ,1.04   ,2.99   ,1.28   ,2.02   ,1.78   ,3.29   ,2.74   ,1.76   ,3.07   ,2.63   ,4.02   ,2.90   ,3.40   ,3.10   ,4.10   ,3.17   ,1.82   ,2.52
199604  ,15.44  ,13.04  ,18.66  ,14.51  ,16.31  ,10.06   ,9.07   ,9.90   ,9.53   ,9.24   ,9.28  ,10.10  ,11.45   ,9.58  ,11.09   ,7.30   ,8.05   ,8.64   ,8.35   ,8.73   ,5.33   ,5.26   ,5.58   ,6.74   ,7.83
199605  ,-3.62  ,-2.90  ,-4.34  ,-2.99  ,-2.63  ,-3.30  ,-3.58  ,-3.28  ,-4.41  ,-2.79  ,-5.24  ,-2.04  ,-5.31  ,-4.16  ,-2.97  ,-4.38  ,-4.34  ,-5.25  ,-4.45  ,-3.69  ,-3.98  ,-5.44  ,-5.93  ,-2.89  ,-5.17
199606  ,-2.09  ,-0.29  ,-1.37  ,-2.30  ,-2.04  ,-1.58  ,-1.61  ,-2.45   ,0.60  ,-0.92   ,0.54  ,-0.23   ,0.42   ,0.39  ,-0.26  ,-0.16   ,1.04   ,0.62  ,-0.07   ,0.15   ,0.23  ,-0.50   ,0.04   ,3.15   ,1.13
199607  ,-6.76  ,-4.97  ,-3.23  ,-4.36  ,-2.76  ,-7.55  ,-6.84  ,-6.03  ,-5.83  ,-4.79  ,-7.20  ,-5.97  ,-5.76  ,-6.01  ,-6.39  ,-6.07  ,-5.32  ,-4.24  ,-4.82  ,-5.20  ,-4.96  ,-4.51  ,-3.87  ,-3.39  ,-5.65
199608  ,-3.16  ,-4.08  ,-4.72  ,-4.60  ,-3.70  ,-3.56  ,-4.13  ,-2.49  ,-4.32  ,-3.70  ,-3.08  ,-3.04  ,-4.95  ,-4.41  ,-4.29  ,-4.66  ,-4.79  ,-5.40  ,-4.64  ,-5.02  ,-3.82  ,-4.44  ,-4.87  ,-4.67  ,-3.95
199609  ,-0.59  ,-4.03  ,-3.12  ,-2.75  ,-2.36  ,-2.88  ,-1.18  ,-1.22  ,-0.32  ,-1.68   ,1.32  ,-0.49   ,0.22   ,0.83   ,0.89  ,-0.18   ,1.41   ,1.44   ,2.81   ,2.17   ,3.71   ,3.35   ,3.85   ,4.44   ,3.36
199610  ,-5.47  ,-3.93  ,-5.44  ,-2.89  ,-5.27  ,-6.52  ,-7.07  ,-6.46  ,-7.01  ,-5.91  ,-8.62  ,-7.33  ,-6.99  ,-7.85  ,-7.17  ,-6.72  ,-7.69  ,-6.53  ,-5.91  ,-6.73  ,-7.04  ,-6.71  ,-6.82  ,-7.24  ,-6.76
199611  ,-5.98  ,-4.31  ,-4.84  ,-3.42  ,-4.03  ,-3.79  ,-3.41  ,-4.05  ,-3.13  ,-2.92  ,-1.88  ,-2.51  ,-2.22  ,-2.67  ,-3.41  ,-2.68   ,0.11  ,-1.75  ,-1.46  ,-1.89   ,0.21   ,1.86   ,2.84   ,3.68   ,1.07
199612 ,-11.43 ,-11.94 ,-10.67  ,-9.14  ,-9.40 ,-11.16 ,-11.72 ,-11.04  ,-9.73 ,-10.21 ,-10.31 ,-10.26 ,-10.79 ,-10.59 ,-10.19  ,-9.17  ,-8.94  ,-9.56  ,-8.03  ,-7.75  ,-7.97  ,-6.57  ,-5.07  ,-3.55  ,-5.90
199701 ,-10.44  ,-9.59  ,-9.26 ,-12.87  ,-9.84  ,-9.53 ,-10.30  ,-9.44 ,-11.37 ,-11.21  ,-7.80  ,-8.47  ,-8.24  ,-9.61  ,-9.93 ,-10.06  ,-9.00 ,-10.08  ,-9.21 ,-11.10 ,-13.16 ,-10.82 ,-10.09  ,-9.02  ,-8.00
199702  ,-2.49  ,-1.69  ,-0.43  ,-1.71  ,-0.46  ,-1.59  ,-0.45  ,-0.31   ,0.70  ,-0.35  ,-0.51  ,-0.24  ,-0.99  ,-0.23   ,0.26  ,-0.22  ,-0.40   ,0.76   ,1.05  ,-0.33   ,4.29   ,2.88   ,0.76   ,0.84   ,0.34
199703  ,-8.09  ,-7.72  ,-7.08  ,-6.65  ,-7.12  ,-8.37  ,-7.94  ,-7.77  ,-5.84  ,-5.94  ,-7.64  ,-7.97  ,-7.01  ,-7.63  ,-5.95  ,-7.47  ,-6.46  ,-6.36  ,-4.21  ,-4.86  ,-3.47  ,-3.40  ,-2.34  ,-2.42  ,-0.43
199704  ,-4.95  ,-2.65  ,-5.74  ,-4.42  ,-4.65  ,-1.70  ,-2.03  ,-3.32  ,-3.79  ,-3.83   ,1.66   ,1.25  ,-0.66  ,-1.54  ,-2.09   ,1.92   ,2.88   ,1.83   ,0.84  ,-0.62   ,1.98   ,2.33   ,1.85   ,5.89   ,1.81
199705  ,17.50  ,17.40  ,17.59  ,16.85  ,14.55  ,18.01  ,17.48  ,16.48  ,16.00  ,15.24  ,18.94  ,16.41  ,15.64  ,17.59  ,14.52  ,19.12  ,14.91  ,13.32  ,13.99  ,11.76  ,17.52  ,11.35  ,10.80   ,8.60  ,13.25
199706   ,4.68   ,3.75   ,3.91   ,3.84   ,2.81   ,1.81   ,1.14   ,1.35   ,4.62   ,3.05   ,2.76   ,1.88   ,1.67   ,3.58   ,2.80   ,3.22   ,2.74   ,3.30   ,2.64   ,3.14   ,6.78   ,7.88   ,5.08   ,5.56   ,7.08
199707 ,-13.18 ,-10.82 ,-12.70 ,-11.00 ,-11.51 ,-12.09 ,-11.75 ,-10.23 ,-12.21 ,-11.51  ,-7.87  ,-6.09  ,-9.72 ,-10.61  ,-9.14  ,-4.15  ,-6.41  ,-4.57  ,-7.45  ,-9.28  ,-0.68  ,-1.80  ,-3.31  ,-6.18  ,-3.99
199708 ,-10.45  ,-8.35 ,-10.34  ,-9.25  ,-9.53 ,-10.61  ,-9.63 ,-10.46  ,-9.74 ,-10.89 ,-13.54 ,-11.51 ,-11.10 ,-11.37 ,-12.09 ,-12.22 ,-11.69 ,-11.72  ,-7.63 ,-11.97  ,-8.34 ,-10.16  ,-9.91  ,-5.78  ,-9.86
199709 ,-18.06 ,-14.00 ,-15.93 ,-13.27 ,-14.00 ,-13.84 ,-13.44 ,-14.90 ,-13.05 ,-12.62 ,-13.99  ,-9.31 ,-11.64 ,-10.10 ,-12.52  ,-4.41  ,-7.13  ,-6.26  ,-6.38  ,-8.62   ,0.51   ,2.24  ,-3.92  ,-0.62  ,-3.98
199710   ,3.36   ,0.06  ,-1.80  ,-3.83  ,-1.25   ,1.08   ,0.23  ,-0.24   ,0.27  ,-0.78   ,0.89  ,-0.94   ,1.57   ,0.81   ,0.10  ,-2.43  ,-3.62  ,-2.00  ,-1.30   ,0.43  ,-9.64 ,-10.07  ,-6.39 ,-13.65  ,-6.98
199711 ,-21.69 ,-15.89 ,-18.67 ,-16.04 ,-17.39 ,-17.64 ,-20.89 ,-17.67 ,-15.26 ,-18.91 ,-15.82 ,-15.75 ,-13.16 ,-15.98 ,-16.82 ,-12.03 ,-10.28 ,-11.56 ,-11.28 ,-17.06  ,-4.46  ,-3.79  ,-9.36  ,-5.49 ,-12.56
199712 ,-13.54 ,-15.04 ,-13.62 ,-15.46 ,-13.53 ,-15.98 ,-18.73 ,-15.90 ,-15.60 ,-12.98 ,-12.63 ,-16.55 ,-14.89 ,-12.52 ,-14.11  ,-9.65 ,-17.82 ,-15.91 ,-14.46 ,-14.04  ,-4.59  ,-4.76  ,-7.86  ,-7.29  ,-8.84
199801  ,25.93  ,25.92  ,30.17  ,22.79  ,23.15  ,26.32  ,27.30  ,23.24  ,22.02  ,25.22  ,21.07  ,24.00  ,19.40  ,17.27  ,21.67  ,14.81  ,17.76  ,15.67  ,15.67  ,20.06   ,8.18   ,6.48  ,11.75  ,11.06  ,11.37
199802   ,7.02   ,2.78   ,4.79   ,3.41   ,5.86   ,6.72   ,6.29   ,3.89   ,6.56   ,6.97   ,4.41   ,4.07   ,5.18   ,4.45   ,5.29  ,-0.46   ,2.73   ,1.40   ,3.23   ,5.93  ,-0.04   ,0.62   ,1.27   ,0.23   ,0.60
199803 ,-10.47 ,-10.09  ,-9.70  ,-7.02  ,-8.35 ,-10.43  ,-9.21 ,-11.53  ,-7.19  ,-8.20  ,-9.61  ,-8.20  ,-7.70  ,-5.45  ,-7.31  ,-5.56  ,-5.18  ,-3.98  ,-5.15  ,-7.24  ,-7.23  ,-6.00  ,-6.62  ,-7.75  ,-1.45
199804  ,-6.66  ,-4.46  ,-5.16  ,-5.06  ,-6.03  ,-6.12  ,-7.48  ,-1.83  ,-5.25  ,-5.64  ,-1.88   ,1.29  ,-3.72  ,-2.95  ,-3.51  ,-2.30  ,-1.85  ,-2.46  ,-5.22  ,-6.20  ,-0.51  ,-1.74   ,0.66  ,-3.12  ,-4.52
199805  ,-6.53  ,-3.02  ,-5.27  ,-3.30  ,-4.02  ,-4.64  ,-3.07  ,-4.12  ,-3.73  ,-4.60  ,-4.31  ,-4.20  ,-2.68  ,-2.61  ,-3.74  ,-1.05  ,-2.55  ,-2.93  ,-2.84  ,-2.61  ,-6.20  ,-2.68  ,-4.95  ,-7.11  ,-2.79
199806   ,1.83   ,2.03   ,0.59   ,0.55   ,0.38   ,2.11   ,3.30   ,1.01   ,1.55   ,1.56   ,2.20  ,-1.28   ,1.56   ,0.43   ,0.04  ,-0.87   ,0.37   ,0.25   ,1.66   ,3.42  ,-0.21   ,1.26   ,0.70   ,1.71   ,0.74
199807  ,-0.25  ,-1.58  ,-3.43  ,-2.31  ,-1.91  ,-3.39  ,-1.23  ,-0.57  ,-2.75  ,-1.49   ,0.51   ,0.48  ,-0.92  ,-0.26  ,-1.67   ,2.70  ,-1.17  ,-2.44  ,-2.41  ,-1.21   ,0.20  ,-0.98  ,-4.22  ,-1.48  ,-5.98
199808  ,-9.08  ,-7.45  ,-5.57  ,-7.82  ,-8.85  ,-6.26  ,-9.92  ,-7.82  ,-5.91  ,-9.82  ,-4.99  ,-6.82  ,-5.29  ,-6.25  ,-7.77  ,-3.70  ,-6.93  ,-5.54  ,-5.75  ,-7.62  ,-9.64  ,-7.66  ,-9.33 ,-11.51 ,-13.07
199809  ,-9.04  ,-8.28  ,-5.90  ,-4.97  ,-6.66  ,-5.97  ,-2.90  ,-6.17  ,-5.54  ,-7.18  ,-6.22  ,-2.27  ,-6.76  ,-1.99  ,-5.08  ,-6.86  ,-2.65   ,0.87  ,-0.52  ,-7.97  ,-2.54  ,-2.44  ,-2.35  ,-5.85  ,-9.97
199810  ,16.62  ,10.65  ,13.25  ,11.12  ,14.99  ,13.59  ,15.21   ,8.84  ,12.71  ,13.65  ,15.84  ,10.52   ,7.92  ,11.88  ,14.42  ,13.34  ,14.90  ,15.54  ,13.08  ,20.54  ,13.69  ,20.82  ,21.11  ,13.06  ,31.42
199811   ,7.65   ,3.45   ,6.22   ,4.80   ,5.66   ,4.95   ,1.56   ,6.28   ,5.22   ,9.48   ,4.18   ,3.02   ,5.78   ,3.87   ,4.03   ,3.73   ,1.89  ,-0.05   ,1.37   ,4.23   ,4.28   ,2.12   ,3.92   ,9.04   ,3.02
199812   ,3.65   ,5.21   ,3.03   ,4.38   ,2.25   ,4.01   ,2.69   ,4.50   ,4.31   ,0.07   ,5.79   ,6.23   ,3.20   ,4.29   ,1.33   ,7.45   ,3.15   ,3.81   ,5.66   ,4.74   ,2.43   ,5.09   ,1.67   ,4.76  ,-1.36
199901  ,-0.57   ,0.33  ,-0.13  ,-0.06  ,-1.22   ,4.87   ,0.37  ,-0.90  ,-0.34  ,-0.26   ,3.00   ,2.31   ,3.07   ,1.28   ,0.80   ,1.11   ,2.19   ,0.27  ,-0.96   ,0.21   ,1.81  ,-1.11   ,1.60   ,4.43   ,1.93
199902  ,11.95   ,2.69  ,-0.08   ,2.45   ,0.96  ,10.04  ,-0.04   ,0.33  ,-1.02  ,-2.02   ,4.53  ,-2.58  ,-3.14  ,-4.26  ,-3.39  ,-0.15  ,-2.74  ,-4.15  ,-6.10  ,-1.64  ,-1.28  ,-3.76  ,-3.47  ,-3.21  ,-1.71
199903  ,24.00  ,16.54  ,13.50  ,15.46  ,15.52  ,16.95  ,14.36  ,12.10  ,12.50  ,14.77  ,17.67  ,10.50  ,11.75   ,9.42  ,13.90  ,22.84   ,8.15   ,9.96  ,11.32  ,14.70  ,14.04  ,11.38  ,14.15  ,15.51  ,24.96
199904  ,10.59  ,11.79  ,10.92  ,11.24  ,14.12   ,7.17   ,5.81   ,9.43   ,9.98  ,11.57  ,10.75   ,7.84   ,6.41   ,5.24  ,10.09   ,6.57   ,3.11   ,1.72   ,3.40   ,7.27   ,3.82   ,2.69   ,4.40   ,3.30  ,14.56
199905  ,-1.26  ,-8.78  ,-7.52  ,-6.68  ,-6.01  ,-3.80  ,-4.30  ,-3.56  ,-4.88  ,-5.91  ,-5.44  ,-4.58  ,-2.58  ,-3.55  ,-5.48  ,-7.14  ,-1.65  ,-2.17  ,-2.77  ,-5.04  ,-4.60  ,-4.44  ,-5.74  ,-3.77 ,-10.60
199906  ,23.58  ,16.59  ,26.85  ,19.97  ,17.28  ,43.76  ,20.03  ,24.17  ,15.49  ,13.29  ,27.06   ,9.51  ,13.52   ,7.76   ,9.25  ,23.19   ,7.65   ,5.10   ,4.40   ,7.75  ,12.38   ,5.53   ,6.14  ,14.33  ,13.20
199907   ,1.97   ,3.59  ,13.07   ,7.97   ,9.68   ,5.27   ,7.43   ,5.00   ,4.82   ,6.49   ,6.96   ,5.91   ,6.55   ,6.39   ,9.21   ,8.80   ,9.86   ,6.70   ,6.85  ,10.26  ,11.73  ,11.86   ,7.66  ,11.51  ,11.39
199908   ,5.39   ,1.22  ,13.40   ,2.94   ,2.17   ,6.32   ,4.23   ,4.86   ,4.63   ,2.06  ,13.66   ,8.59   ,6.24   ,2.20   ,3.34  ,13.17   ,4.81   ,4.53   ,2.63   ,1.52   ,4.22  ,-2.56   ,4.24   ,4.98  ,10.76
199909   ,0.24  ,-1.83   ,2.81   ,3.80   ,0.45  ,12.39   ,9.08   ,4.16   ,6.68   ,2.31   ,4.28   ,9.94   ,4.56   ,3.60   ,3.01  ,13.04   ,3.31   ,2.99   ,4.62   ,3.44  ,10.63   ,5.13   ,4.35   ,9.20  ,10.92
199910   ,1.74   ,0.08  ,10.96   ,3.32  ,-1.92   ,3.41   ,1.34  ,-0.03  ,-0.24  ,-3.13   ,6.27   ,0.34  ,-4.29  ,-0.85  ,-1.89   ,3.48  ,-3.49   ,1.22  ,-2.71   ,0.97  ,14.38   ,3.77   ,4.50   ,5.63   ,9.80
199911  ,-7.31  ,-3.56   ,4.33  ,-1.88  ,-4.84  ,-0.11   ,0.89   ,0.40   ,0.78  ,-3.79   ,2.15   ,7.58  ,-4.28  ,-4.11  ,-4.67  ,11.17   ,6.48   ,5.93  ,-4.59  ,-8.01  ,22.71   ,2.02  ,-0.94  ,-0.88  ,-0.54
199912  ,-4.47  ,-6.73  ,-8.95  ,-5.49  ,-6.82 ,-14.19  ,-6.85 ,-11.34  ,-8.90  ,-6.02  ,-4.86  ,-1.96  ,-5.09  ,-5.00  ,-7.29   ,0.84   ,4.21  ,-1.44  ,-4.73  ,-6.84   ,5.05  ,14.35   ,7.53  ,-3.42  ,-6.92
200001  ,-3.10   ,1.19   ,3.27  ,-2.97  ,-1.08  ,-2.51  ,-4.24  ,-0.05  ,-2.55   ,0.05   ,5.26  ,-6.07  ,-2.74   ,4.00  ,-0.63  ,-3.58  ,-2.02  ,-2.10   ,0.70   ,2.19  ,-8.86  ,-5.62  ,-6.54   ,1.62  ,-0.22
200002  ,-1.46  ,-3.87  ,-9.36  ,-1.23  ,-1.53  ,-2.09  ,-1.91  ,-8.77  ,-3.57  ,-3.78  ,-2.13   ,4.55  ,-0.59  ,-3.30   ,0.12  ,-1.03   ,2.92  ,-3.75  ,-6.42  ,-3.43   ,1.37  ,-2.87  ,-5.97  ,-1.45 ,-10.84
200003  ,15.91  ,12.95   ,3.81   ,7.17   ,9.61  ,-3.30   ,7.30   ,9.72  ,10.38  ,12.80   ,8.93   ,5.54  ,11.07   ,8.48  ,11.54  ,-1.01  ,-0.93   ,0.38   ,9.77  ,13.24  ,-0.25  ,13.05  ,11.14  ,12.50  ,12.50
200004 ,-13.51  ,-8.19  ,-8.52 ,-10.63 ,-11.25 ,-12.07 ,-10.92  ,-8.15  ,-8.06 ,-12.54 ,-14.04  ,-6.73  ,-5.95  ,-7.66 ,-11.23 ,-11.01  ,-6.54  ,-3.86  ,-4.94  ,-8.24 ,-12.01  ,-5.75  ,-3.58 ,-10.52  ,-6.35
200005   ,0.90   ,4.82  ,-5.36   ,1.53   ,2.42  ,-4.05  ,-0.42   ,3.23   ,2.44   ,1.86  ,-3.24  ,-6.22   ,2.62   ,4.90   ,4.53  ,-7.97   ,0.00   ,3.81   ,4.60   ,2.84 ,-14.80  ,-5.78  ,-2.52  ,-4.28  ,-1.81
200006   ,9.48  ,12.18  ,13.68   ,7.81  ,11.07   ,5.67   ,5.36   ,7.06   ,9.03  ,14.59   ,7.27   ,7.18   ,7.55   ,9.81  ,13.41   ,6.66   ,8.81   ,7.01  ,12.96  ,12.85   ,4.85   ,3.94   ,7.77   ,7.55   ,7.77
200007 ,-16.07 ,-11.29  ,-9.73  ,-9.13  ,-8.32 ,-14.36 ,-11.97 ,-12.61  ,-9.99 ,-10.47 ,-18.81 ,-14.30 ,-13.47 ,-11.55  ,-9.77 ,-16.44 ,-17.13  ,-9.60 ,-11.11 ,-10.82 ,-13.49 ,-10.42 ,-10.31  ,-9.02 ,-12.04
200008  ,14.84   ,6.38   ,4.57   ,5.38   ,4.05  ,11.52  ,12.62   ,6.20   ,7.93   ,7.48   ,9.48   ,9.23   ,9.12   ,7.17   ,6.78  ,11.05   ,8.43   ,6.67   ,5.79   ,4.96  ,10.37   ,4.65   ,5.11   ,1.80   ,3.25
200009  ,-7.40  ,-7.83  ,-5.96  ,-4.83  ,-3.68  ,-6.98  ,-6.42  ,-6.02  ,-4.25  ,-3.85 ,-11.75  ,-9.08  ,-4.55  ,-2.53  ,-3.31  ,-6.28  ,-5.18  ,-3.05   ,0.64  ,-1.37  ,-7.54  ,-3.60  ,-1.04   ,0.49   ,6.34
200010 ,-17.31 ,-12.20  ,-8.90  ,-9.77  ,-8.41 ,-13.99 ,-13.46 ,-10.14  ,-8.74  ,-8.62 ,-20.05 ,-15.45 ,-10.07  ,-7.49  ,-4.06 ,-11.64 ,-11.53  ,-3.80  ,-4.51  ,-3.74 ,-11.96  ,-4.80   ,0.40  ,-1.44   ,4.47
200011  ,-0.46  ,-4.49   ,3.19  ,-0.62   ,0.45  ,-2.80  ,-2.77   ,0.90   ,2.12   ,1.89  ,-8.58  ,-5.51  ,-0.90   ,0.95   ,5.65  ,-7.15  ,-4.55   ,1.13   ,0.14   ,3.29  ,-1.41  ,-5.31  ,-5.22  ,-1.38  ,-2.04
200012 ,-12.98  ,-5.27  ,-8.48  ,-6.54  ,-6.65 ,-13.60 ,-12.03  ,-8.26  ,-6.39  ,-7.26 ,-10.01 ,-11.81  ,-9.25  ,-6.07  ,-6.34  ,-7.69  ,-6.92  ,-5.66  ,-5.73  ,-7.16 ,-19.02  ,-4.97  ,-3.37   ,0.53  ,-6.09
200101  ,-0.24   ,0.41   ,1.77  ,-1.28  ,-0.55   ,5.21  ,-0.04  ,-0.97  ,-2.60  ,-1.05   ,7.46  ,-1.31  ,-2.18  ,-2.60  ,-1.07  ,-0.82  ,-0.55  ,-5.09  ,-1.61  ,-3.75   ,4.64  ,-0.78  ,-5.05  ,-4.84   ,0.81
200102   ,4.29   ,3.27   ,1.27   ,2.21   ,2.78   ,5.31  ,-2.58   ,4.26  ,-0.63   ,3.44  ,-0.61  ,-3.28  ,-1.49   ,0.12   ,0.07 ,-12.86  ,-2.92  ,-0.28  ,-1.45   ,0.50 ,-12.66  ,-2.34  ,-4.44  ,-3.97   ,2.17
200103  ,-7.87  ,-4.52  ,-4.49  ,-4.16  ,-1.43  ,-2.52  ,-0.56  ,-3.33  ,-4.06  ,-2.50  ,-4.42  ,-5.38  ,-3.72  ,-4.30  ,-2.62  ,-0.35  ,-3.99  ,-3.26  ,-3.56  ,-3.88  ,-4.39  ,-2.42  ,-6.36  ,-4.01  ,-4.16
200104  ,13.67   ,8.61   ,8.71   ,8.29  ,11.79   ,8.04   ,4.01  ,11.47  ,11.51  ,14.11   ,5.25   ,5.64   ,6.08   ,9.50  ,14.80   ,9.76  ,13.09  ,11.20   ,9.68  ,15.92   ,9.85   ,5.15   ,9.57   ,9.52  ,12.27
200105   ,2.30   ,4.70   ,2.92   ,1.22   ,1.87   ,7.01   ,4.13   ,3.72   ,3.38   ,0.65   ,9.29   ,1.03  ,-0.28   ,1.07   ,1.91   ,2.19   ,1.77  ,-0.73   ,0.32  ,-1.71  ,-2.78   ,1.27   ,0.13   ,4.53   ,0.78
200106  ,-6.61  ,-4.04  ,-5.54  ,-2.38  ,-1.39  ,-4.81  ,-5.20  ,-4.14  ,-2.27   ,1.58  ,-7.60  ,-5.15  ,-4.65  ,-1.06  ,-0.86  ,-7.02  ,-3.71  ,-2.75  ,-2.89  ,-2.64 ,-11.47  ,-2.54  ,-4.60  ,-0.59  ,-0.68
200107 ,-15.64  ,-8.72  ,-8.81  ,-7.48  ,-5.76 ,-12.62 ,-11.82  ,-8.92  ,-9.72  ,-6.65  ,-8.21 ,-10.58  ,-8.93  ,-5.44  ,-5.08 ,-10.52  ,-6.60  ,-6.39  ,-3.15  ,-5.75 ,-12.43  ,-7.72  ,-7.84  ,-6.42  ,-5.34
200108  ,-0.48  ,-0.41   ,2.82   ,2.35   ,4.22  ,-2.35  ,-2.58   ,1.04   ,1.57   ,4.88  ,-4.31  ,-3.28   ,0.87   ,1.23   ,2.35  ,-5.47  ,-1.61  ,-2.60   ,0.40   ,2.89  ,-8.33  ,-3.85   ,0.28   ,0.76   ,5.41
200109 ,-10.93  ,-7.02  ,-8.92  ,-8.55  ,-8.63 ,-11.21  ,-8.48 ,-10.17  ,-9.36  ,-8.66  ,-8.39  ,-6.77  ,-8.07  ,-5.84  ,-6.84  ,-8.87  ,-6.20  ,-7.31  ,-7.06  ,-8.60  ,-2.42  ,-8.86 ,-11.51  ,-6.30 ,-13.40
200110   ,7.12  ,11.90   ,2.23   ,2.92   ,1.41   ,7.26   ,7.37   ,4.61   ,2.78   ,2.71   ,9.87   ,2.93   ,0.77   ,0.83  ,-0.35   ,8.58   ,0.91   ,0.73  ,-0.48  ,-1.02   ,4.19  ,-0.92   ,2.49   ,0.42   ,2.46
200111  ,-7.15  ,-6.19  ,-5.49  ,-4.48  ,-5.10  ,-8.99  ,-7.24  ,-4.04  ,-4.88  ,-6.38  ,-7.04  ,-2.18  ,-4.28  ,-4.95  ,-4.74  ,-1.57  ,-2.72  ,-4.42  ,-4.28  ,-6.95   ,1.43   ,0.93  ,-0.62  ,-4.34  ,-8.36
200112 ,-14.38 ,-14.54 ,-11.67  ,-9.52 ,-11.50 ,-15.77 ,-11.76  ,-9.54 ,-11.18 ,-10.17 ,-10.27 ,-10.58 ,-10.24  ,-8.64  ,-8.49 ,-10.93  ,-8.97  ,-6.93  ,-7.90 ,-10.72  ,-8.49  ,-7.37  ,-6.39  ,-4.42  ,-5.96
200201  ,-2.62   ,0.28  ,-5.31  ,-5.58  ,-3.32  ,-3.35  ,-6.56  ,-5.12  ,-6.04  ,-5.54  ,-9.61  ,-8.43  ,-7.59  ,-6.10  ,-5.86  ,-9.29  ,-5.26  ,-6.17  ,-6.71  ,-6.49  ,-9.81  ,-7.49  ,-5.85  ,-7.97  ,-3.08
200202   ,1.62   ,4.76   ,4.18   ,4.80   ,6.02   ,2.38   ,7.93   ,6.02   ,9.05   ,7.96  ,-2.55   ,6.85  ,10.31   ,8.30   ,8.09   ,2.80   ,6.59   ,3.46   ,6.16   ,7.21   ,3.78   ,5.44   ,3.76   ,6.05   ,9.44
200203   ,7.51   ,7.07   ,6.21   ,4.97   ,3.62   ,6.45   ,7.07   ,6.70   ,1.71   ,2.22   ,8.73   ,3.72   ,4.18   ,1.85   ,1.73   ,7.31   ,7.05   ,5.75   ,5.35   ,1.74   ,9.08   ,6.41   ,3.46   ,1.90   ,3.50
200204   ,6.02  ,10.79   ,4.48   ,4.63   ,4.58   ,8.42   ,5.33   ,9.02   ,6.97   ,5.66   ,6.39   ,5.79   ,7.52   ,4.12   ,5.35   ,5.45   ,6.81   ,6.33   ,5.56   ,5.80   ,3.08   ,6.32   ,7.43   ,3.39   ,3.91
200205   ,5.97   ,5.28  ,10.73   ,9.69   ,9.42   ,9.42   ,9.19   ,7.48   ,9.01  ,10.54  ,10.77  ,10.57   ,9.00   ,9.82  ,10.80   ,9.72   ,7.19  ,10.89  ,10.83  ,11.12   ,5.96   ,5.83   ,4.48   ,8.44  ,12.91
200206  ,-0.25  ,-4.24   ,0.74  ,-0.78  ,-1.51  ,-2.20  ,-2.59  ,-3.45  ,-3.69  ,-2.77  ,-1.87  ,-3.86  ,-4.18  ,-2.52  ,-2.64  ,-5.29  ,-2.88  ,-3.65  ,-4.26  ,-2.16  ,-5.91  ,-5.17  ,-3.14  ,-3.52  ,-5.55
200207  ,-6.92  ,-2.45  ,-1.74  ,-1.98  ,-1.21  ,-3.05  ,-3.86  ,-1.39  ,-0.42  ,-1.73  ,-3.05  ,-2.78  ,-1.68  ,-3.01  ,-1.83  ,-8.08  ,-6.07  ,-4.89  ,-3.67  ,-3.83  ,-8.36  ,-7.37  ,-6.48  ,-3.57  ,-3.83
200208  ,-3.60  ,-4.08  ,-2.39  ,-2.00  ,-1.27  ,-4.75  ,-3.36  ,-1.36   ,0.27  ,-1.05  ,-5.81  ,-1.71  ,-1.74  ,-1.45  ,-0.04  ,-4.93  ,-2.94  ,-0.38  ,-0.98  ,-1.12  ,-0.38  ,-0.68  ,-1.75  ,-2.01  ,-3.32
200209 ,-10.96  ,-7.15  ,-4.90  ,-4.30  ,-4.77  ,-7.67  ,-6.76  ,-4.14  ,-4.69  ,-3.45  ,-8.23  ,-4.73  ,-2.31  ,-3.12   ,0.25 ,-10.45  ,-6.26  ,-3.32  ,-1.35  ,-1.12  ,-9.03  ,-3.66  ,-3.00  ,-5.12   ,1.66
200210 ,-11.95  ,-7.74  ,-6.87  ,-6.76  ,-7.24 ,-11.61  ,-9.43  ,-9.12  ,-6.70  ,-7.64 ,-11.51  ,-9.23  ,-8.99  ,-8.00  ,-4.99 ,-11.42  ,-9.66  ,-7.06  ,-5.84  ,-6.10  ,-1.76  ,-7.18  ,-8.12  ,-5.87 ,-19.64
