date,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
2008-02-01,6.1,4.87,3.3,2.93,1.43,0.86,1.31,1.72,0.63,4.74,2.35,2.18,-0.43,1.52,3.62,0.56,2.0,0.53,-0.47,4.93,-4.22,1.91,0.86,-0.36,4.51
2008-03-01,-2.78,-0.6,1.05,-0.35,-1.64,-2.82,2.28,-0.42,1.93,-2.08,-4.76,-0.45,-1.13,2.86,-0.38,-4.74,-5.11,-0.89,2.51,0.05,-6.31,-5.05,-4.06,-4.27,-2.44
2008-04-01,3.18,0.56,-1.27,-2.8,0.41,4.65,2.2,-0.87,0.04,-1.3,6.76,3.49,-0.54,-0.69,-3.52,11.19,7.34,6.69,1.76,-1.68,21.87,10.77,5.3,4.26,3.24
2008-05-01,6.02,5.37,3.81,1.73,1.62,6.25,7.5,4.81,4.59,1.58,5.09,5.13,3.25,-0.75,-0.32,3.24,2.93,2.64,-0.84,-0.45,1.98,3.11,1.7,2.04,1.08
2008-06-01,-6.06,-1.83,-1.98,-1.17,-1.68,-8.61,-4.36,-4.62,-2.8,-5.73,-9.88,-7.0,-5.04,-4.0,-4.56,-10.06,-9.26,-7.16,-4.59,-4.23,-10.39,-7.67,-6.54,-3.83,-4.3
2008-07-01,-6.1,-3.05,-2.59,-2.79,-3.78,-4.77,-3.73,-1.16,-2.76,-2.9,-5.85,-3.15,-1.61,-2.68,-0.18,-3.72,-2.2,-2.98,-2.8,-0.34,-1.1,-2.41,-3.32,-1.44,-5.9
2008-08-01,-12.44,-7.91,-6.39,-5.59,-7.59,-8.98,-5.69,-4.59,-4.21,-5.18,-4.82,-5.08,-3.95,-4.44,-3.18,-6.33,-5.34,-2.14,-4.26,-1.51,-7.61,-5.12,-6.09,-1.26,-2.11
2008-09-01,-8.17,-6.5,-6.17,-4.34,-6.98,-9.95,-9.99,-10.42,-8.3,-8.76,-9.58,-10.5,-8.23,-9.8,-9.04,-11.5,-9.54,-8.13,-6.84,-7.18,-10.0,-12.7,-9.06,-10.96,-10.44
2008-10-01,-13.75,-9.09,-8.15,-5.45,-10.29,-15.04,-6.77,-3.2,-2.11,-8.64,-17.21,-13.18,-6.21,-4.49,-7.47,-24.24,-15.68,-14.11,-6.65,-10.76,-18.43,-16.99,-15.92,-11.2,-6.57
2008-11-01,2.29,1.36,3.5,3.89,4.49,0.66,2.35,5.43,7.33,8.02,0.18,0.38,2.32,6.11,4.74,3.94,3.37,2.51,5.24,7.94,-2.04,-4.01,-4.31,0.85,5.15
2008-12-01,8.5,10.27,7.97,9.54,8.3,9.6,8.53,8.05,8.65,8.49,8.94,6.95,9.24,11.64,8.33,7.61,6.45,8.04,8.46,7.68,8.86,8.68,5.14,9.45,11.83
2009-01-01,-3.28,-1.42,-2.28,-0.96,-1.83,-4.65,-3.49,-6.19,-3.56,-2.26,-2.08,-5.37,-5.02,-3.52,-5.42,-5.47,-5.84,-9.18,-8.39,-7.09,-3.15,-5.79,-9.08,-9.69,-5.92
2009-02-01,-17.2,-13.14,-12.46,-11.49,-11.67,-16.01,-11.73,-15.27,-12.34,-11.34,-10.66,-14.9,-12.25,-13.57,-13.55,-9.48,-14.27,-11.59,-12.65,-13.37,-7.29,-13.76,-11.1,-14.23,-12.89
2009-03-01,10.97,6.39,2.83,2.27,0.23,10.44,5.56,4.26,2.05,0.68,9.87,4.37,1.25,-0.07,-0.46,14.93,9.32,4.46,0.96,-2.27,7.75,3.03,1.16,-4.36,-8.14
2009-04-01,18.89,6.36,3.25,1.05,1.45,26.14,7.21,2.94,-0.25,0.95,21.85,8.24,3.1,2.08,-2.17,19.2,7.82,2.81,1.09,-0.91,16.65,10.29,12.38,4.07,-0.97
2009-05-01,23.13,19.2,13.39,9.65,9.19,19.56,14.21,14.51,11.22,9.5,17.9,17.38,9.02,10.43,8.46,15.96,13.88,13.97,10.15,9.52,14.8,11.55,8.31,9.38,5.27
2009-06-01,18.25,12.84,10.16,6.89,4.15,9.81,10.33,6.93,5.36,4.29,4.97,7.46,6.78,5.33,5.29,6.03,8.18,5.76,6.1,3.96,2.36,2.07,3.26,-1.19,2.0
2009-07-01,0.74,3.67,2.14,3.37,1.96,2.96,5.06,0.59,1.8,3.02,2.41,0.59,2.46,3.91,2.9,2.55,5.08,4.4,5.49,0.28,5.25,4.31,6.17,2.4,1.05
2009-08-01,6.74,5.53,4.87,5.31,4.86,7.31,5.42,6.34,7.28,6.86,7.49,3.91,3.93,4.45,5.58,8.42,4.13,4.58,3.57,4.03,2.63,3.96,3.36,1.42,0.33
2009-09-01,-1.97,-0.23,0.09,-0.13,-0.67,-3.41,-0.97,0.7,2.52,1.01,-3.2,-0.21,0.99,0.06,1.17,-5.79,-2.82,-1.63,0.5,-0.05,-4.45,1.26,-1.59,2.55,0.29
2009-10-01,-2.91,-2.03,-2.49,-2.16,-1.89,-0.53,-3.15,-2.73,-3.02,-3.56,-0.17,-2.24,-3.42,-3.31,-1.71,-1.32,-4.66,-4.27,-2.17,-3.0,-1.66,-3.13,-1.6,-2.18,-0.24
2009-11-01,-7.26,-3.68,-3.41,-6.13,-9.24,-5.7,-2.26,-7.72,-5.98,-5.82,-2.6,-3.41,-3.75,-5.18,-8.83,-1.87,-2.7,-1.16,-3.54,-4.02,0.79,-0.71,-1.61,-4.45,-3.84
2009-12-01,-0.09,-2.91,-2.9,-0.43,0.22,-1.19,-3.24,-2.15,-0.82,0.19,-3.01,-3.4,-2.93,-0.69,1.42,-2.08,-3.25,-2.13,1.66,4.87,-4.67,-4.87,1.69,5.31,6.68
2010-01-01,3.5,4.16,3.51,3.44,6.05,3.55,1.58,3.33,3.6,2.89,2.78,2.62,2.22,5.31,0.12,1.15,3.24,1.85,1.47,2.11,7.86,3.35,2.59,-1.22,-0.9
2010-02-01,1.07,1.54,1.99,2.11,2.11,2.31,2.02,1.11,1.72,1.62,2.5,2.64,1.22,1.78,-5.75,3.82,2.36,3.38,2.36,-1.47,1.4,2.24,-0.68,-0.25,-0.56
2010-03-01,5.63,4.02,5.03,9.46,6.97,4.38,2.37,4.07,6.17,6.05,2.34,3.8,5.51,5.71,6.57,3.83,3.12,4.44,7.14,7.66,2.78,3.42,4.35,7.1,6.16
2010-04-01,7.15,5.81,6.02,9.37,12.58,4.34,2.96,5.59,6.16,6.78,2.35,5.04,3.69,2.71,3.38,1.77,1.63,1.73,2.29,2.8,0.51,-0.51,-0.43,0.1,-1.37
2010-05-01,-7.43,-5.49,-5.02,-6.66,-9.62,-7.6,-7.07,-4.76,-7.05,-8.81,-7.22,-5.69,-7.18,-8.14,-6.17,-8.24,-7.72,-7.58,-7.07,-7.7,-8.03,-4.71,-9.26,-9.71,-9.63
2010-06-01,0.68,1.8,1.57,1.25,-1.85,0.04,-0.12,-0.36,-0.15,-2.32,2.16,1.53,-0.63,1.08,2.31,-0.09,0.86,-0.22,0.07,-0.72,-1.8,0.81,-0.42,-2.15,-1.96
2010-07-01,1.61,1.81,1.83,1.61,2.53,0.61,0.38,1.51,3.43,2.44,-1.11,0.92,0.55,1.86,1.08,3.26,1.7,1.54,1.47,1.03,3.87,1.99,2.72,3.35,5.57
2010-08-01,-4.58,-1.17,-1.13,0.08,-6.2,-5.24,-3.33,-2.84,-1.58,-4.04,-3.73,-2.62,-3.11,-1.31,-3.68,-3.46,-2.85,-2.31,-1.88,-3.94,-4.03,-2.07,-2.4,-0.6,-3.04
2010-09-01,2.56,3.22,3.04,2.65,5.58,2.82,3.33,4.66,4.58,4.7,3.54,4.22,4.59,3.97,6.93,5.17,4.67,4.2,5.15,6.09,2.73,4.82,5.27,2.64,7.78
2010-10-01,-4.58,-3.31,-2.22,-1.26,-2.24,-1.58,-2.33,-2.55,-2.9,-2.44,-0.49,-0.92,-1.78,-0.71,-2.15,0.93,-1.12,0.59,-0.02,0.02,1.35,1.52,2.74,2.67,1.23
2010-11-01,7.81,3.71,1.74,0.87,5.18,4.45,1.48,1.4,0.26,3.7,4.1,1.39,-0.26,1.77,1.43,3.5,1.27,0.7,-0.51,3.16,4.84,0.19,0.88,1.02,1.84
2010-12-01,11.51,10.43,9.08,10.58,13.68,11.85,9.83,10.56,10.93,11.7,10.95,9.73,8.39,8.91,10.38,8.8,8.58,8.68,9.43,8.53,8.08,7.36,5.65,6.86,6.87
2011-01-01,2.6,3.25,3.19,4.26,4.96,0.6,2.77,0.81,4.27,3.34,-0.61,-0.82,-0.11,0.79,2.34,1.39,0.88,0.31,0.52,2.26,-0.24,-0.42,0.83,-0.27,0.78
2011-02-01,3.95,5.12,4.69,5.91,6.42,4.45,3.25,3.35,4.6,6.49,5.61,2.25,4.47,3.67,5.32,5.13,3.79,4.08,4.03,5.93,4.9,5.62,4.1,5.08,4.52
2011-03-01,-4.65,0.57,-4.27,-3.93,-7.95,-5.65,-3.84,-1.27,-4.87,-8.96,-9.42,-4.18,-5.31,-7.93,-7.86,-6.72,-6.37,-7.43,-8.49,-7.46,-15.31,-10.3,-7.79,-9.83,-4.55
