date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
2009-05-01,16.47,18.26,11.36,10.99,11.06,14.97,16.25,9.4,12.78,11.48,15.39,14.45,12.43,13.55,11.55,16.33,12.27,11.73,10.75,9.32,12.69,9.5,11.28,7.96,10.74
2009-06-01,7.05,9.3,11.35,8.94,8.4,6.3,9.63,6.8,7.7,7.75,6.48,7.88,3.1,6.53,6.29,8.19,4.93,4.65,7.43,4.67,4.19,-0.22,1.08,2.5,0.46
2009-07-01,1.07,3.3,5.4,1.69,1.92,3.04,3.75,2.67,4.24,1.98,4.16,3.12,2.12,2.9,1.71,2.84,4.21,4.32,2.17,4.01,2.39,4.42,5.74,4.62,6.11
2009-08-01,7.74,3.72,4.19,5.34,5.89,5.33,6.51,6.1,6.92,6.79,4.04,6.59,5.38,4.3,5.56,4.47,4.47,2.12,6.54,4.78,3.88,4.03,2.2,2.33,0.98
2009-09-01,0.36,-0.65,1.37,0.5,-1.17,1.52,3.13,2.54,1.39,-2.25,2.95,2.57,-0.61,-2.95,-0.9,1.12,0.84,-0.43,-2.58,-3.41,2.3,2.78,-3.95,-5.39,-2.09
2009-10-01,-1.1,-2.5,-1.66,-1.93,-2.39,-2.15,-1.49,-3.66,-3.25,-3.46,-2.04,-1.94,-2.75,-2.74,-2.04,-2.58,-3.42,-3.58,-2.23,-3.45,-3.63,-3.98,-1.17,0.68,0.0
2009-11-01,-8.45,-1.83,-4.82,-3.95,-6.99,-6.69,-4.05,-2.94,-4.24,-7.65,-4.57,-2.64,-3.32,-4.46,-6.92,0.98,-0.02,-3.54,-2.49,-6.43,1.41,-0.37,-3.03,-0.25,-6.93
2009-12-01,-3.08,-3.82,-3.37,-2.08,-1.38,-3.28,-4.63,-3.43,-1.74,1.77,-5.67,-4.35,-2.72,-0.41,3.35,-4.84,-2.62,-0.63,-0.19,4.75,-2.41,0.34,1.01,1.29,7.93
2010-01-01,3.37,2.96,2.93,3.78,5.01,3.14,1.77,3.63,2.39,2.69,1.96,2.79,1.52,2.65,2.87,2.9,1.06,1.53,0.88,3.59,3.84,0.94,0.56,3.53,2.89
2010-02-01,0.16,1.49,1.98,1.43,2.16,0.35,3.21,1.04,2.15,1.14,0.25,2.11,1.25,1.21,-0.1,3.09,3.04,0.85,1.36,0.29,1.35,1.49,-0.57,0.65,-1.13
2010-03-01,3.73,0.41,1.57,4.25,8.12,0.44,0.51,3.69,4.13,8.47,0.94,1.6,3.9,6.03,7.16,0.76,2.68,6.22,5.39,9.62,2.72,3.12,6.23,6.15,8.55
2010-04-01,11.22,5.41,5.83,5.89,7.91,4.55,4.5,2.77,4.74,6.12,4.47,2.43,2.94,3.45,4.09,1.57,0.51,2.89,0.9,3.04,0.51,-1.1,-1.14,-0.67,1.44
2010-05-01,-7.73,-5.15,-5.95,-5.06,-8.03,-5.38,-5.05,-6.5,-5.12,-10.1,-2.28,-5.94,-7.29,-7.25,-8.95,-3.67,-5.9,-9.23,-8.37,-9.56,-6.52,-7.5,-8.17,-9.51,-11.57
2010-06-01,-1.74,0.18,2.35,1.47,-0.23,-1.05,1.29,2.75,0.88,-0.92,2.41,1.25,2.61,0.65,-1.13,3.2,2.18,-0.98,0.29,-1.78,3.37,-0.0,-2.38,-5.41,-4.03
2010-07-01,2.5,2.66,0.95,0.69,2.06,3.44,1.62,1.67,2.44,0.88,1.33,1.78,0.65,0.73,0.19,1.19,1.72,2.54,2.4,1.17,4.37,2.87,2.56,4.94,2.01
2010-08-01,-5.27,-3.29,-1.4,-1.88,-2.53,-3.93,-4.72,-2.57,-1.52,-4.55,-3.04,-1.16,-2.88,-1.1,-4.47,-1.91,-1.65,-4.37,-3.05,-3.59,-4.67,-0.76,-1.23,-2.69,-4.41
2010-09-01,1.88,2.93,1.63,2.56,3.91,4.61,4.68,3.29,4.89,3.99,2.99,3.76,5.01,4.73,4.18,3.32,5.43,7.09,4.6,3.52,6.51,4.66,3.92,3.97,3.11
2010-10-01,-2.73,-1.73,-1.31,-3.84,-2.46,2.91,-1.01,-3.07,-2.39,-3.08,-1.03,-2.33,-0.14,-1.69,-2.66,-1.23,0.12,0.31,1.74,-0.73,0.65,1.69,3.58,2.64,3.36
2010-11-01,2.54,5.03,1.68,3.64,3.21,0.02,2.81,2.62,1.77,3.85,2.31,2.36,0.75,2.18,3.09,2.12,-0.03,1.33,1.76,1.92,3.27,1.88,0.41,1.77,3.31
2010-12-01,13.6,11.78,8.21,10.71,10.92,9.8,10.46,10.16,10.79,11.63,9.52,7.59,9.83,9.68,11.05,7.34,8.65,8.18,9.78,11.09,6.54,7.04,5.14,8.33,8.11
2011-01-01,3.3,1.95,4.97,3.19,4.73,1.92,2.17,0.64,2.28,3.39,-1.4,-0.54,-0.4,0.73,1.15,3.25,1.41,-0.33,0.02,0.81,-1.64,2.06,0.35,-1.09,-0.04
2011-02-01,4.2,7.34,5.62,4.11,5.8,5.76,3.35,3.89,4.33,5.48,2.51,2.83,6.38,3.45,4.68,4.52,3.87,4.62,4.38,6.17,3.71,5.38,4.08,5.95,4.32
2011-03-01,-9.9,-9.89,-6.73,-0.39,-3.94,-8.81,-7.5,-6.97,-4.12,-4.59,-10.68,-8.79,-6.19,-7.74,-5.25,-6.64,-6.03,-5.92,-8.12,-7.55,-6.91,-11.61,-6.28,-10.61,-12.01
