date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
2009-11-01,0.82,0.65,0.84,0.96,0.57,0.25,0.95,0.24,1.79,0.86,2.45,2.58,2.57,1.81,2.5,3.76,3.44,3.24,2.12,1.14,5.19,5.19,3.77,2.75,2.23
2009-12-01,0.07,0.1,0.71,1.44,2.4,2.16,1.9,2.31,3.43,4.1,3.34,2.97,3.65,3.11,3.75,3.52,3.54,2.56,3.51,3.1,1.15,1.57,1.93,2.1,0.9
2010-01-01,-0.92,-1.67,-1.67,-1.2,0.37,-0.92,-1.67,-1.85,-1.49,-1.84,-1.93,-3.14,-2.69,-2.44,-1.57,-3.17,-3.34,-3.0,-2.59,-2.06,-3.81,-4.04,-4.71,-4.07,-5.45
2010-02-01,0.05,0.31,0.78,0.53,1.87,-0.05,1.59,0.93,1.02,2.02,2.55,1.91,1.67,1.29,2.34,2.36,1.46,2.25,1.28,2.18,1.23,1.54,0.75,0.81,1.29
2010-03-01,4.44,3.1,4.41,5.84,7.68,4.44,5.27,6.25,6.49,8.81,6.36,6.33,6.9,8.29,7.81,6.35,5.49,8.13,7.45,8.98,4.61,5.15,5.96,7.01,9.16
2010-04-01,3.66,2.87,3.48,3.99,6.04,5.12,1.76,4.16,3.47,4.77,2.39,2.63,3.33,2.7,3.55,2.25,1.78,2.01,1.76,3.06,-0.75,-0.83,0.88,0.1,-1.99
2010-05-01,-11.11,-9.56,-9.88,-9.76,-11.18,-8.22,-7.86,-9.07,-9.62,-11.26,-7.37,-8.79,-7.52,-10.07,-11.55,-7.59,-8.27,-9.42,-10.06,-10.46,-8.48,-9.15,-9.91,-9.84,-11.79
2010-06-01,-2.36,-1.77,-2.19,-1.91,-3.69,-2.2,-1.61,-2.19,-2.56,-5.57,-3.06,-1.6,-4.07,-3.73,-5.53,-2.14,-1.39,-3.31,-3.72,-6.11,-1.45,-2.4,-4.66,-2.09,-5.94
2010-07-01,6.15,5.84,7.93,6.97,6.23,6.55,7.5,7.87,6.65,6.7,6.65,7.79,7.85,8.41,8.49,7.92,7.99,7.95,8.14,8.44,7.17,6.77,8.95,10.14,10.56
2010-08-01,-4.05,-3.45,-3.15,-3.93,-4.21,-3.45,-3.28,-4.51,-4.79,-5.34,-3.11,-4.28,-4.76,-5.0,-4.96,-3.86,-2.63,-4.0,-4.52,-4.33,-2.86,-2.92,-3.49,-4.26,-6.28
2010-09-01,12.7,10.81,12.77,11.52,9.13,11.06,12.1,11.44,11.09,10.14,12.28,12.66,12.74,11.59,9.18,10.83,11.22,11.31,10.26,9.77,9.77,10.03,9.02,9.36,9.11
2010-10-01,3.82,4.8,5.54,4.62,2.87,3.97,4.11,3.78,3.91,2.51,3.93,4.64,4.43,3.53,3.17,2.62,4.51,4.35,4.22,3.25,4.84,4.04,3.81,3.67,2.86
2010-11-01,-0.89,-0.7,-0.93,-0.42,0.16,0.47,-0.83,-0.34,0.26,0.16,-1.53,0.8,-0.07,0.49,-2.12,-0.12,0.03,-0.48,-1.02,-2.2,-1.59,-1.75,-2.37,-4.29,-5.18
2010-12-01,9.71,10.57,9.9,9.9,9.1,8.66,9.49,9.86,10.73,10.57,7.73,8.62,9.9,9.55,9.93,7.94,7.62,8.7,9.07,8.93,5.82,6.34,7.06,8.97,8.91
2011-01-01,1.06,1.09,1.37,1.62,2.85,-0.61,-0.27,0.75,0.97,1.18,1.06,0.24,0.62,0.99,2.25,1.34,1.41,2.07,2.22,1.69,0.51,1.51,2.26,4.28,5.28
2011-02-01,1.88,4.31,3.02,3.74,3.71,3.17,4.41,3.05,4.01,4.05,4.17,4.8,4.06,3.74,3.63,3.75,3.15,3.58,2.89,3.63,3.17,2.67,4.31,3.9,3.55
2011-03-01,0.57,-0.45,0.7,0.07,-0.91,0.05,0.9,1.54,0.97,-0.64,1.53,1.35,1.41,1.08,-0.7,1.58,1.43,1.16,0.87,-1.51,0.2,-1.46,-1.45,-0.87,-2.69
